review_id,employee_id,rating,manager_name,feedback,Review_Date
PRF000730,EMP00196,2,"Upma Pant","Exceeds Expectations",2026-04-04
PRF000731,EMP00831,1,"Indira Balakrishnan","Needs Improvement",2025-02-03
PRF000732,EMP00565,1,"Gautam Sinha","Below Average",2024-01-21
PRF000733,EMP00741,3,"Vincent Loyal","Needs Improvement",2024-10-13
PRF000734,EMP00891,3,"Anthony Kanda","Needs Improvement",2025-09-24
PRF000735,EMP00315,1,"Anthony Kanda","Below Average",2026-07-19
PRF000736,EMP00642,2,"Chavvi Devan","Meets Expectations",2024-09-30
PRF000737,EMP00403,3,"Dhriti Nagar","Needs Improvement",2024-08-25
PRF000738,EMP00374,3,"Dhriti Nagar","Needs Improvement",2025-08-31
PRF000739,EMP00440,5,"Indira Balakrishnan","Excellent Performer",2024-08-19
PRF000740,EMP00109,3,"Jagvi Parmar","Excellent Performer",2024-03-16
PRF000741,EMP00628,1,"Chavvi Devan","Below Average",2025-10-18
PRF000742,EMP00531,3,"Ojasvi Dasgupta","Needs Improvement",2024-08-14
PRF000743,EMP00467,5,"Harinakshi Varughese",Outstanding,2025-09-25
PRF000744,EMP00344,4,"Anthony Kanda","Excellent Performer",2025-07-25
PRF000745,EMP00252,1,"Chavvi Devan","Below Average",2025-07-28
PRF000746,EMP00619,2,NULL,"Meets Expectations",2025-04-24
PRF000747,EMP01142,2,"Xavier Gole","Meets Expectations",2023-10-10
PRF000748,EMP01154,1,"Jagvi Parmar","Excellent Performer",2023-09-28
PRF000749,EMP01199,2,"Ojasvi Dasgupta","Meets Expectations",2024-06-25
PRF000750,EMP00995,2,"Ojasvi Dasgupta","Exceeds Expectations",2024-05-13
PRF000751,EMP00724,3,"Indira Balakrishnan",Outstanding,2025-12-29
PRF000752,EMP00805,2,"Kavya Kadakia","Exceeds Expectations",2024-11-22
PRF000753,EMP00791,1,"Shivani Varughese","Needs Improvement",2025-01-18
PRF000754,EMP01160,2,"Damini Mohanty","Exceeds Expectations",2024-01-10
PRF000755,EMP00923,1,"Ekansh Samra","Below Average",2024-04-07
PRF000756,EMP00091,2,"Shivani Varughese","Meets Expectations",2025-11-01
PRF000757,EMP01031,2,"Ranveer Sood",Outstanding,2025-01-05
PRF000758,EMP00301,1,NULL,"Excellent Performer",2025-05-23
PRF000759,EMP01021,3,"Anthony Kanda","Needs Improvement",2025-09-08
PRF000760,EMP00322,2,"Vincent Loyal","Meets Expectations",2026-05-31
PRF000761,EMP00086,5,"Indira Balakrishnan",Outstanding,2023-10-30
PRF000762,EMP00244,2,"Falguni Halder","Needs Improvement",2025-04-20
PRF000763,EMP00279,2,"Osha Sachdev","Exceeds Expectations",2024-05-14
PRF000764,EMP00689,3,"Chanakya Dada","Needs Improvement",2024-08-29
PRF000765,EMP00674,4,"Jagvi Parmar",Outstanding,2026-07-18
PRF000766,EMP00726,1,"Osha Sachdev","Excellent Performer",2026-07-05
PRF000767,EMP01112,2,"Xavier Gole","Meets Expectations",2025-04-20
PRF000768,EMP00219,2,"Damini Mohanty",Outstanding,2024-06-16
PRF000769,EMP00150,2,"Charan Sen","Exceeds Expectations",2025-06-01
PRF000770,EMP00702,1,"Osha Sachdev","Below Average",2026-02-22
PRF000771,EMP00157,4,"Veda Sahota","Excellent Performer",2023-11-23
PRF000772,EMP00392,3,"Ekansh Samra","Needs Improvement",2024-04-18
PRF000773,EMP00605,2,"Vasudha Borde","Exceeds Expectations",2023-11-20
PRF000774,EMP00951,3,"Shivani Varughese",Outstanding,2026-06-01
PRF000775,EMP00014,2,"Falguni Halder","Meets Expectations",2025-06-10
PRF000776,EMP00967,1,"Ekansh Samra","Below Average",2023-12-03
PRF000777,EMP01042,5,"Ojasvi Dasgupta","Needs Improvement",2024-08-29
PRF000778,EMP00825,2,"Udant Bala","Excellent Performer",2025-01-02
PRF000779,EMP00418,4,"Charles Bera",Outstanding,2026-03-24
PRF000780,EMP00412,4,"Falguni Halder","Needs Improvement",2024-04-29
PRF000781,EMP00971,1,"Damini Mohanty","Below Average",2023-12-08
PRF000782,EMP00130,2,"Arjun Prasad","Meets Expectations",2024-05-15
PRF000783,EMP00439,2,"Ranveer Sood","Meets Expectations",2025-10-25
PRF000784,EMP00026,2,"Azaan Grewal","Exceeds Expectations",2024-07-22
PRF000785,EMP00653,1,NULL,"Below Average",2024-11-28
PRF000786,EMP01135,2,"Vasudha Borde","Exceeds Expectations",2025-12-16
PRF000787,EMP00843,2,"Udant Bala","Meets Expectations",2024-07-17
PRF000788,EMP00221,2,"Pavani Magar","Meets Expectations",2025-08-19
PRF000789,EMP00195,1,"Harinakshi Varughese","Below Average",2026-04-30
PRF000790,EMP00257,3,"Omaja Kashyap",Outstanding,2024-07-08
PRF000791,EMP01214,3,"Chavvi Devan","Needs Improvement",2026-01-11
PRF000792,EMP00750,5,"Veda Sahota","Needs Improvement",2025-12-18
PRF000793,EMP01065,3,"Xavier Gole",Outstanding,2025-01-12
PRF000794,EMP01156,1,"Xavier Gole",Outstanding,2024-03-11
PRF000795,EMP00941,4,"Ranveer Sood",Outstanding,2023-11-19
PRF000796,EMP00226,2,"Omaja Kashyap","Meets Expectations",2025-11-01
PRF000797,EMP00687,3,"Udant Bala","Needs Improvement",2026-09-02
PRF000798,EMP00562,5,"Chavvi Devan",Outstanding,2023-08-28
PRF000799,EMP01154,2,"Kiaan Sani","Needs Improvement",2024-04-22
PRF000800,EMP00611,3,"Farhan Sharaf","Needs Improvement",2026-03-23
PRF000801,EMP00608,1,"Avni Chatterjee","Below Average",2024-09-16
PRF000802,EMP00788,2,"Charan Sen","Exceeds Expectations",2025-08-09
PRF000803,EMP00237,3,"Upma Pant","Needs Improvement",2026-03-10
PRF000804,EMP00279,1,"Pavani Magar","Below Average",2024-04-11
PRF000805,EMP00136,3,"Dhriti Nagar","Needs Improvement",2025-06-23
PRF000806,EMP00707,2,"Dhriti Nagar","Exceeds Expectations",2024-05-15
PRF000807,EMP01128,3,"Vasudha Borde","Needs Improvement",2025-08-15
PRF000808,EMP00507,5,"Xavier Gole",Outstanding,2025-09-29
PRF000809,EMP00911,3,"Anthony Kanda","Needs Improvement",2024-07-11
PRF000810,EMP00810,1,"Xavier Gole","Excellent Performer",2026-02-22
PRF000811,EMP00867,2,NULL,"Exceeds Expectations",2025-01-10
PRF000812,EMP00920,3,"Udant Bala","Excellent Performer",2024-01-05
PRF000813,EMP00581,4,"Farhan Sharaf",Outstanding,2025-07-22
PRF000814,EMP00283,5,"Damini Mohanty","Needs Improvement",2026-02-17
PRF000815,EMP00073,2,"Saumya Srinivas","Meets Expectations",2024-09-21
PRF000816,EMP00962,5,"Chavvi Devan","Excellent Performer",2024-10-28
PRF000817,EMP00886,4,"Osha Sachdev","Needs Improvement",2026-04-27
PRF000818,EMP00013,1,"Farhan Sharaf","Needs Improvement",2025-04-06
PRF000819,EMP00654,4,"Vasudha Borde",Outstanding,2024-05-14
PRF000820,EMP00628,5,"Udant Bala","Excellent Performer",2024-12-25
PRF000821,EMP01186,2,"Chanakya Dada","Needs Improvement",2025-05-30
PRF000822,EMP00686,2,"Vasudha Borde","Excellent Performer",2026-07-12
PRF000823,EMP00461,1,NULL,"Excellent Performer",2023-09-09
PRF000824,EMP00492,2,"Charan Sen","Exceeds Expectations",2025-03-10
PRF000825,EMP00134,2,"Chanakya Dada","Meets Expectations",2026-05-22
PRF000826,EMP00579,3,"Nikita Dua","Needs Improvement",2026-01-14
PRF000827,EMP00413,3,"Osha Sachdev","Needs Improvement",2026-06-03
PRF000828,EMP01122,3,"Dipta Bhatti","Needs Improvement",2024-11-07
PRF000829,EMP00189,1,"Ojasvi Dasgupta","Below Average",2026-03-04
PRF000830,EMP00732,1,"Omaja Kashyap","Excellent Performer",2026-02-06
PRF000831,EMP00070,3,"Faqid Prabhu","Needs Improvement",2024-09-29
PRF000832,EMP01215,2,"Omaja Kashyap","Exceeds Expectations",2026-05-09
PRF000833,EMP01077,2,"Chanakya Dada","Exceeds Expectations",2024-02-07
PRF000834,EMP01034,2,"Saumya Srinivas","Meets Expectations",2024-01-27
PRF000835,EMP00565,1,"Jagvi Parmar","Needs Improvement",2024-03-08
PRF000836,EMP00334,2,"Pavani Magar","Meets Expectations",2023-08-23
PRF000837,EMP00338,2,"Gautam Sinha","Meets Expectations",2025-03-28
PRF000838,EMP00888,2,"Charles Bera","Meets Expectations",2024-11-02
PRF000839,EMP00495,5,"Upma Pant","Needs Improvement",2024-12-13
PRF000840,EMP00767,5,"Tanay Shetty","Needs Improvement",2024-01-11
PRF000841,EMP00781,2,"Niharika Nagi","Excellent Performer",2024-06-20
PRF000842,EMP00068,2,"Avni Chatterjee","Meets Expectations",2025-09-09
PRF000843,EMP01034,2,"Chanakya Dada","Meets Expectations",2025-08-05
PRF000844,EMP00622,5,"Dhriti Nagar","Needs Improvement",2024-05-04
PRF000845,EMP00006,5,"Veda Sahota","Needs Improvement",2023-12-25
PRF000846,EMP00026,2,"Upma Pant","Meets Expectations",2025-10-07
PRF000847,EMP00375,1,"Saumya Srinivas","Below Average",2025-06-04
PRF000848,EMP00619,1,"Kiaan Sani","Below Average",2023-09-29
PRF000849,EMP00020,3,"Harinakshi Varughese",Outstanding,2024-12-07
PRF000850,EMP00450,2,"Vasudha Borde","Meets Expectations",2024-12-29
PRF000851,EMP00282,2,"Veda Sahota","Exceeds Expectations",2026-07-14
PRF000852,EMP00419,1,"Charles Bera",Outstanding,2026-06-15
PRF000853,EMP00166,2,"Xavier Gole","Meets Expectations",2023-11-07
PRF000854,EMP00882,2,"Neelima Bhasin","Meets Expectations",2024-12-02
PRF000855,EMP00788,4,"Faqid Prabhu","Needs Improvement",2024-04-12
PRF000856,EMP01062,2,"Saumya Srinivas","Exceeds Expectations",2026-05-13
PRF000857,EMP00721,2,"Ranveer Sood",Outstanding,2026-01-13
PRF000858,EMP00615,2,"Dhruv Wagle","Exceeds Expectations",2023-12-18
PRF000859,EMP00773,2,"Indira Balakrishnan","Exceeds Expectations",2026-03-19
PRF000860,EMP00752,2,"Pavani Magar","Meets Expectations",2025-10-20
PRF000861,EMP00573,2,"Nikita Dua","Exceeds Expectations",2025-11-16
PRF000862,EMP00485,2,"Omaja Kashyap","Exceeds Expectations",2025-11-25
PRF000863,EMP00534,2,"Pavani Magar","Needs Improvement",2025-09-26
PRF000864,EMP00659,1,"Harinakshi Varughese","Excellent Performer",2025-01-05
PRF000865,EMP00874,3,"Dhriti Nagar","Needs Improvement",2024-06-30
PRF000866,EMP00707,1,"Tanay Shetty",Outstanding,2025-06-04
PRF000867,EMP00519,2,"Damini Mohanty","Exceeds Expectations",2024-11-04
PRF000868,EMP01043,5,"Osha Sachdev","Excellent Performer",2026-05-08
PRF000869,EMP00678,2,"Neelima Bhasin","Exceeds Expectations",2024-08-14
PRF000870,EMP00249,2,"Gautam Sinha","Exceeds Expectations",2026-04-21
PRF000871,EMP01044,5,"Ojasvi Dasgupta",Outstanding,2026-04-29
PRF000872,EMP00692,1,"Harinakshi Varughese","Below Average",2025-08-12
PRF000873,EMP00036,1,"Kavya Kadakia",Outstanding,2024-06-19
PRF000874,EMP00863,2,"Chanakya Dada","Meets Expectations",2024-05-18
PRF000875,EMP01198,2,"Tanay Shetty","Exceeds Expectations",2025-01-07
PRF000876,EMP00459,2,"Omaja Kashyap","Meets Expectations",2024-11-23
PRF000877,EMP00857,1,"Indira Balakrishnan","Excellent Performer",2025-01-20
PRF000878,EMP00001,3,"Nikita Dua","Needs Improvement",2024-12-07
PRF000879,EMP00445,2,"Charan Sen","Meets Expectations",2025-07-05
PRF000880,EMP00731,0,"Dhriti Nagar","Excellent Performer",2024-01-31
PRF000881,EMP00370,1,"Falguni Halder","Excellent Performer",2023-12-26
PRF000882,EMP00943,2,"Omaja Kashyap","Meets Expectations",2024-06-13
PRF000883,EMP00622,2,"Nikita Dua","Excellent Performer",2026-03-15
PRF000884,EMP00088,2,"Charles Bera","Meets Expectations",2024-05-07
PRF000885,EMP00087,1,"Veda Sahota","Below Average",2024-02-16
PRF000886,EMP01021,2,"Nikita Dua","Exceeds Expectations",2023-09-02
PRF000887,EMP00773,3,"Farhan Sharaf","Excellent Performer",2025-06-27
PRF000888,EMP00772,1,"Ranveer Sood","Needs Improvement",2026-07-26
PRF000889,EMP00193,1,"Osha Sachdev","Below Average",2024-03-18
PRF000890,EMP00324,3,"Osha Sachdev","Needs Improvement",2025-08-11
PRF000891,EMP00112,1,"Dhruv Wagle","Below Average",2025-03-08
PRF000892,EMP00788,3,"Vincent Loyal","Needs Improvement",2024-10-10
PRF000893,EMP00024,4,NULL,Outstanding,2024-08-13
PRF000894,EMP00261,2,"Faqid Prabhu","Exceeds Expectations",2024-11-26
PRF000895,EMP00840,2,"Xavier Gole","Exceeds Expectations",2026-01-02
PRF000896,EMP01168,1,"Charan Sen","Below Average",2026-02-15
PRF000897,EMP00200,2,"Farhan Sharaf","Meets Expectations",2023-09-14
PRF000898,EMP00472,3,"Xavier Gole","Needs Improvement",2025-06-25
PRF000899,EMP00692,2,NULL,Outstanding,2026-05-12
PRF000900,EMP00796,5,"Vincent Loyal",Outstanding,2023-11-08
PRF000901,EMP00282,2,"Tanay Shetty","Excellent Performer",2024-02-17
PRF000902,EMP00574,1,NULL,Outstanding,2025-05-12
PRF000903,EMP00722,2,"Harinakshi Varughese","Meets Expectations",2024-01-17
PRF000904,EMP00523,2,"Osha Sachdev","Exceeds Expectations",2023-08-07
PRF000905,EMP00117,3,"Dhruv Wagle","Needs Improvement",2026-08-03
PRF000906,EMP00319,5,"Dipta Bhatti","Excellent Performer",2024-12-08
PRF000907,EMP00137,5,"Xavier Gole","Needs Improvement",2025-06-24
PRF000908,EMP01086,2,NULL,Outstanding,2023-09-29
PRF000909,EMP00538,2,"Arjun Prasad","Meets Expectations",2026-12-04
PRF000910,EMP00526,3,"Indira Balakrishnan","Needs Improvement",2024-01-30
PRF000911,EMP00624,1,"Veda Sahota",Outstanding,2025-07-05
PRF000912,EMP00669,1,"Kavya Kadakia",Outstanding,2023-10-19
PRF000913,EMP00991,2,"Damini Mohanty",Outstanding,2024-02-18
PRF000914,EMP01029,1,"Farhan Sharaf","Excellent Performer",2024-08-06
PRF000915,EMP00781,3,"Shivani Varughese",Outstanding,2025-11-20
PRF000916,EMP00641,2,"Harinakshi Varughese","Excellent Performer",2024-02-06
PRF000917,EMP00865,2,"Upma Pant","Meets Expectations",2025-03-23
PRF000918,EMP00404,5,"Avni Chatterjee","Excellent Performer",2023-11-19
PRF000919,EMP00578,1,"Ekansh Samra","Below Average",2024-01-01
PRF000920,EMP01021,1,"Shivani Varughese","Below Average",2024-11-08
PRF000921,EMP01008,1,"Ojasvi Dasgupta","Below Average",2023-09-26
PRF000922,EMP01068,1,"Farhan Sharaf",Outstanding,2023-05-10
PRF000923,EMP00363,3,"Charan Sen","Needs Improvement",2025-01-22
PRF000924,EMP00660,4,"Ranveer Sood","Needs Improvement",2026-04-18
PRF000925,EMP01199,3,"Harinakshi Varughese","Needs Improvement",2024-01-03
PRF000926,EMP00992,2,"Anthony Kanda","Meets Expectations",2024-05-06
PRF000927,EMP00706,2,"Azaan Grewal","Exceeds Expectations",2026-02-18
PRF000928,EMP00873,1,"Vasudha Borde","Below Average",2024-03-31
PRF000929,EMP00783,4,"Upma Pant","Excellent Performer",2025-09-08
PRF000930,EMP01017,3,"Veda Sahota","Needs Improvement",2023-10-20
PRF000931,EMP00394,4,"Theodore Sha",Outstanding,2024-06-15
PRF000932,EMP01019,1,"Azaan Grewal","Excellent Performer",2025-04-20
PRF000933,EMP01179,1,"Ekansh Samra","Below Average",2024-05-18
PRF000934,EMP00197,3,"Ranveer Sood","Needs Improvement",2025-01-02
PRF000935,EMP00616,2,"Udant Bala","Excellent Performer",2023-08-13
PRF000936,EMP00383,5,"Falguni Halder","Needs Improvement",2023-10-18
PRF000937,EMP00304,5,NULL,Outstanding,2026-07-31
PRF000938,EMP00860,2,"Chanakya Dada","Exceeds Expectations",2024-03-26
PRF000939,EMP00822,5,"Neelima Bhasin","Excellent Performer",2024-03-02
PRF000940,EMP00948,3,"Faqid Prabhu","Needs Improvement",2025-02-28
PRF000941,EMP00179,1,"Tanay Shetty","Below Average",2024-07-12
PRF000942,EMP00137,2,"Pavani Magar","Exceeds Expectations",2024-04-23
PRF000943,EMP00622,2,"Shivani Varughese","Exceeds Expectations",2026-08-01
PRF000944,EMP00763,1,"Gautam Sinha","Below Average",2024-10-14
PRF000945,EMP00353,3,"Avni Chatterjee","Excellent Performer",2025-04-17
PRF000946,EMP00600,2,"Falguni Halder","Meets Expectations",2023-12-12
PRF000947,EMP00412,2,"Dhruv Wagle","Exceeds Expectations",2024-10-24
PRF000948,EMP00667,2,"Charan Sen","Exceeds Expectations",2025-01-12
PRF000949,EMP00849,2,"Faqid Prabhu","Excellent Performer",2024-07-28
PRF000950,EMP00677,2,"Shivani Varughese","Needs Improvement",2023-10-07
PRF000951,EMP00269,4,"Azaan Grewal","Needs Improvement",2024-08-08
PRF000952,EMP00004,2,"Xavier Gole","Exceeds Expectations",2024-01-02
PRF000953,EMP01183,1,"Vasudha Borde","Below Average",2023-10-06
PRF000954,EMP00977,2,"Ekansh Samra","Exceeds Expectations",2026-02-03
PRF000955,EMP00250,4,"Dhriti Nagar","Needs Improvement",2024-08-05
PRF000956,EMP00739,2,"Charan Sen","Meets Expectations",2023-08-20
PRF000957,EMP00060,1,"Nikita Dua","Below Average",2025-01-12
PRF000958,EMP00106,5,"Azaan Grewal",Outstanding,2024-02-03
PRF000959,EMP01058,3,"Indira Balakrishnan","Needs Improvement",2025-07-25
PRF000960,EMP00659,2,"Jagvi Parmar","Exceeds Expectations",2025-01-18
PRF000961,EMP01158,3,NULL,"Needs Improvement",2023-10-28
PRF000962,EMP00434,2,"Harinakshi Varughese","Exceeds Expectations",2023-10-07
PRF000963,EMP00873,2,"Chanakya Dada","Excellent Performer",2024-12-06
PRF000964,EMP00414,1,"Udant Bala","Needs Improvement",2024-03-27
PRF000965,EMP01136,1,NULL,"Below Average",2024-12-02
PRF000966,EMP01187,3,"Pavani Magar","Needs Improvement",2025-03-09
PRF000967,EMP00013,3,"Harinakshi Varughese","Needs Improvement",2024-10-10
PRF000968,EMP00050,1,"Falguni Halder","Below Average",2024-12-26
PRF000969,EMP01218,2,"Niharika Nagi","Meets Expectations",2023-08-07
PRF000970,EMP00611,1,"Vincent Loyal","Below Average",2025-06-01
PRF000971,EMP00809,1,"Dhruv Wagle",Outstanding,2024-07-18
PRF000972,EMP00808,5,"Dhriti Nagar","Needs Improvement",2023-11-03
PRF000973,EMP00042,5,NULL,Outstanding,2023-09-11
PRF000974,EMP00485,2,"Charles Bera","Meets Expectations",2024-01-08
PRF000975,EMP00750,5,"Nikita Dua",Outstanding,2025-10-12
PRF000976,EMP00745,5,"Faqid Prabhu",Outstanding,2025-03-07
PRF000977,EMP00297,2,"Vasudha Borde","Meets Expectations",2024-08-22
PRF000978,EMP00619,3,"Pavani Magar","Needs Improvement",2026-07-06
PRF000979,EMP00177,2,"Neelima Bhasin","Meets Expectations",2023-10-16
PRF000980,EMP01074,2,"Omaja Kashyap","Meets Expectations",2025-12-05
PRF000981,EMP00183,4,"Harinakshi Varughese","Excellent Performer",2024-11-18
PRF000982,EMP00407,1,"Charles Bera","Needs Improvement",2026-05-10
PRF000983,EMP00375,2,"Kiaan Sani","Exceeds Expectations",2025-01-21
PRF000984,EMP00579,2,"Osha Sachdev",Outstanding,2024-04-08
PRF000985,EMP00506,3,"Neelima Bhasin","Needs Improvement",2025-12-24
PRF000986,EMP00984,2,"Vincent Loyal","Meets Expectations",2024-01-08
PRF000987,EMP00965,3,"Dipta Bhatti","Excellent Performer",2025-04-26
PRF000988,EMP00704,2,"Gautam Sinha","Meets Expectations",2024-07-06
PRF000989,EMP00874,4,"Kavya Kadakia","Excellent Performer",2024-03-06
PRF000990,EMP00325,1,NULL,"Below Average",2026-07-21
PRF000991,EMP00845,4,NULL,Outstanding,2026-06-24
PRF000992,EMP00581,1,"Charan Sen","Below Average",2026-02-19
PRF000993,EMP00135,2,"Arjun Prasad","Meets Expectations",2025-06-17
PRF000994,EMP00950,3,"Neelima Bhasin","Needs Improvement",2025-11-10
PRF000995,EMP00585,3,"Omaja Kashyap",Outstanding,2026-06-07
PRF000996,EMP01030,2,"Xavier Gole","Meets Expectations",2024-08-22
PRF000997,EMP00125,2,"Vasudha Borde","Exceeds Expectations",2026-01-22
PRF000998,EMP00384,1,"Pavani Magar","Below Average",2025-03-05
PRF000999,EMP01027,1,"Avni Chatterjee","Below Average",2025-11-15
PRF001000,EMP00427,1,"Pavani Magar","Below Average",2024-05-15
PRF001001,EMP00580,2,"Omaja Kashyap","Meets Expectations",2023-12-01
PRF001002,EMP00939,1,"Theodore Sha","Below Average",2025-02-01
PRF001003,EMP00582,2,"Saumya Srinivas","Meets Expectations",2025-08-05
PRF001004,EMP00256,2,"Kavya Kadakia",Outstanding,2026-04-03
PRF001005,EMP00164,2,"Omaja Kashyap","Exceeds Expectations",2025-05-06
PRF001006,EMP00947,2,"Saumya Srinivas","Meets Expectations",2024-03-23
PRF001007,EMP00136,1,"Anthony Kanda","Excellent Performer",2026-02-12
PRF001008,EMP00988,5,"Charles Bera","Needs Improvement",2024-02-13
PRF001009,EMP00001,3,"Xavier Gole","Needs Improvement",2024-09-03
PRF001010,EMP01104,2,"Charan Sen","Exceeds Expectations",2025-04-21
PRF001011,EMP00704,1,"Upma Pant","Below Average",2026-03-04
PRF001012,EMP00683,1,"Faqid Prabhu","Below Average",2025-04-12
PRF001013,EMP00471,5,"Xavier Gole","Needs Improvement",2025-01-17
PRF001014,EMP00214,3,NULL,"Needs Improvement",2024-07-21
PRF001015,EMP00248,2,"Omaja Kashyap","Needs Improvement",2023-12-10
PRF001016,EMP00986,1,"Theodore Sha","Below Average",2025-05-13
PRF001017,EMP00964,4,"Saumya Srinivas",Outstanding,2025-08-19
PRF001018,EMP00236,1,"Dhriti Nagar","Below Average",2024-12-21
PRF001019,EMP00105,1,"Dhruv Wagle","Below Average",2024-10-10
PRF001020,EMP00675,5,"Ranveer Sood","Excellent Performer",2026-01-21
PRF001021,EMP01222,2,"Ojasvi Dasgupta","Excellent Performer",2025-09-21
PRF001022,EMP00674,3,"Dhruv Wagle",Outstanding,2026-04-26
PRF001023,EMP00407,1,"Vasudha Borde","Excellent Performer",2025-07-03
PRF001024,EMP00540,4,"Kiaan Sani","Needs Improvement",2025-01-29
PRF001025,EMP00258,1,"Omaja Kashyap",Outstanding,2024-10-30
PRF001026,EMP01071,3,"Nikita Dua","Needs Improvement",2025-04-05
PRF001027,EMP00265,1,"Chavvi Devan","Below Average",2026-05-15
PRF001028,EMP01194,2,"Pavani Magar","Excellent Performer",2023-12-23
PRF001029,EMP01011,4,"Avni Chatterjee","Excellent Performer",2024-07-17
PRF001030,EMP01034,2,"Kiaan Sani","Exceeds Expectations",2024-06-23
PRF001031,EMP00936,2,"Dipta Bhatti","Meets Expectations",2025-11-27
PRF001032,EMP00375,3,"Arjun Prasad","Needs Improvement",2026-01-05
PRF001033,EMP00161,3,"Upma Pant","Needs Improvement",2023-12-09
PRF001034,EMP00568,2,"Azaan Grewal","Meets Expectations",2024-08-25
PRF001035,EMP00047,1,"Harinakshi Varughese","Below Average",2025-08-30
PRF001036,EMP00429,3,"Ekansh Samra",Outstanding,2023-10-19
PRF001037,EMP00634,2,"Veda Sahota",Outstanding,2026-03-11
PRF001038,EMP00640,1,"Nikita Dua","Excellent Performer",2025-02-17
PRF001039,EMP00450,3,"Damini Mohanty","Needs Improvement",2025-05-19
PRF001040,EMP00327,2,"Avni Chatterjee","Meets Expectations",2023-12-01
PRF001041,EMP00907,1,NULL,"Below Average",2026-01-20
PRF001042,EMP00342,2,"Niharika Nagi","Exceeds Expectations",2023-11-25
PRF001043,EMP00431,3,NULL,"Needs Improvement",2025-08-27
PRF001044,EMP00315,2,"Veda Sahota","Exceeds Expectations",2023-10-15
PRF001045,EMP00401,3,"Dhriti Nagar","Needs Improvement",2025-06-03
PRF001046,EMP00825,2,"Vincent Loyal","Needs Improvement",2023-12-26
PRF001047,EMP00495,2,"Nikita Dua","Meets Expectations",2024-02-04
PRF001048,EMP00127,4,"Ojasvi Dasgupta","Needs Improvement",2024-03-26
PRF001049,EMP00397,2,"Dhriti Nagar","Meets Expectations",2023-09-04
PRF001050,EMP01085,3,"Udant Bala",Outstanding,2023-10-22
PRF001051,EMP00886,1,"Harinakshi Varughese",Outstanding,2023-11-03
PRF001052,EMP01007,3,"Neelima Bhasin","Excellent Performer",2024-11-17
PRF001053,EMP00399,2,"Farhan Sharaf","Exceeds Expectations",2024-04-06
PRF001054,EMP01216,2,"Dhriti Nagar","Meets Expectations",2023-12-23
PRF001055,EMP00123,2,NULL,"Excellent Performer",2026-01-31
PRF001056,EMP00176,3,"Dhruv Wagle","Needs Improvement",2024-04-25
PRF001057,EMP00203,3,"Azaan Grewal","Needs Improvement",2026-01-15
PRF001058,EMP00028,2,"Kiaan Sani","Exceeds Expectations",2024-05-21
PRF001059,EMP00892,2,"Theodore Sha","Exceeds Expectations",2025-07-21
PRF001060,EMP00765,3,"Faqid Prabhu","Needs Improvement",2025-02-14
PRF001061,EMP00800,1,NULL,"Below Average",2025-07-09
PRF001062,EMP00615,1,"Pavani Magar","Below Average",2024-04-02
PRF001063,EMP00305,2,"Shivani Varughese","Meets Expectations",2026-04-11
PRF001064,EMP00678,2,"Theodore Sha","Meets Expectations",2025-07-16
PRF001065,EMP01178,1,"Dhriti Nagar","Below Average",2024-10-04
PRF001066,EMP00259,4,"Charles Bera","Excellent Performer",2024-11-21
PRF001067,EMP00882,1,"Udant Bala","Below Average",2026-05-30
PRF001068,EMP01171,1,"Harinakshi Varughese","Excellent Performer",2024-01-16
PRF001069,EMP00473,1,"Niharika Nagi",Outstanding,2025-08-10
PRF001070,EMP00054,1,"Damini Mohanty","Below Average",2023-09-26
PRF001071,EMP00912,3,"Ojasvi Dasgupta","Excellent Performer",2026-04-29
PRF001072,EMP01025,1,"Dhruv Wagle","Below Average",2026-09-02
PRF001073,EMP00164,1,"Farhan Sharaf","Below Average",2023-10-07
PRF001074,EMP00138,2,"Omaja Kashyap","Excellent Performer",2025-01-16
PRF001075,EMP00967,2,"Veda Sahota","Meets Expectations",2025-08-27
PRF001076,EMP00408,1,"Upma Pant","Excellent Performer",2024-07-26
PRF001077,EMP00841,2,"Xavier Gole","Exceeds Expectations",2024-04-07
PRF001078,EMP01152,3,"Kavya Kadakia","Needs Improvement",2026-06-11
PRF001079,EMP00846,2,"Niharika Nagi","Exceeds Expectations",2025-05-12
PRF001080,EMP00054,4,"Veda Sahota","Needs Improvement",2026-05-26
PRF001081,EMP00846,1,"Chanakya Dada","Below Average",2023-12-28
PRF001082,EMP00199,2,"Dhriti Nagar","Meets Expectations",2026-09-01
PRF001083,EMP00980,1,"Chanakya Dada",Outstanding,2023-11-14
PRF001084,EMP01129,2,"Osha Sachdev","Meets Expectations",2026-07-28
PRF001085,EMP00002,2,"Gautam Sinha",Outstanding,2024-05-17
PRF001086,EMP00655,3,"Tanay Shetty","Needs Improvement",2026-04-12
PRF001087,EMP01195,3,"Ekansh Samra","Needs Improvement",2025-01-15
PRF001088,EMP00929,1,"Kiaan Sani",Outstanding,2025-07-04
PRF001089,EMP00758,1,"Dhriti Nagar",Outstanding,2025-07-23
PRF001090,EMP00622,2,"Osha Sachdev","Exceeds Expectations",2025-12-29
PRF001091,EMP00299,5,"Chavvi Devan","Needs Improvement",2026-06-24
PRF001092,EMP00598,3,NULL,"Needs Improvement",2026-05-15
PRF001093,EMP00819,1,"Pavani Magar","Below Average",2025-06-02
